"View","Name of Firm","Trade Name","unknown","unknown","Address, line 1","Address, line 2","City","State","Zip","Capabilities Narrative"
"3626","KEVILLE ENTERPRISES, INC","","Douglas McCutchen","PRESIDENT & CEO","475 SCHOOL ST STE 11","","MARSHFIELD","MA","02050-2034","CONSTRUCTION MANAGEMENT, CONSTRUCTION INSPECTION (CONCRETE, METALS, STRUCTURAL, PAINT, ELECTRICAL INSPECTIONS), RESIDENT ENGINEERING, COST ESTIMATING, SCHEDULING, CONTRACT ADMIN., CLAIMS, CONSTRUCTABILITY REVIEWS, QA/QC, POWER, AUTOCAD."
"3627","PONN MACHINE CUTTING CO","","MARK  PELLICIO","","20 CROSS ST","","WOBURN","MA","01801-5606",""
"3628","IBC ENGINEERED MATERIALS","","Heather L Hostetter","","55 JONSPIN RD","","WILMINGTON","MA","01887-1020",""
"3629","Professional Piping, Inc ","","John De Sousa","","43 Davis Rd ","","westport","MA","02790-3433",""
"3630","SAK ENVIRONMENTAL, LLC","","STEPHEN A Sakakeeny","","231 Sutton St Suite 2G","","North Andover","MA","01845-1620","SAK Environmental specializes in hazardous materials management, pollution assessment and remediation, sustainable development consulting, environmental support during construction, environmental permitting, facility compliance and decommissioning."
"3631","PRIME HOME HEALTH AND COMPANION CARE INC","","KRISTIN MCHUGH","","296 N MAIN ST","","EAST LONGMEADOW","MA","01028-1866","We provide in-home caregivers include certified nursing assistants, home health aides, personal care aides, homemakers, and companions. More than a housekeeping service, our caregivers have specialized training in the particular needs of retirees, people with disabilities (including veterans), and children with special needs."
"3632","BROPHY RANDOLPH, LLC","","PETER  VLACO","","928 W CHESTNUT ST STE 3","","BROCKTON","MA","02301-5560",""
"3633","ACA COMPUTER INTEGRATOR INC","","ROOSEVELT ALLEN","","25 OLIVER ST","","FRAMINGHAM","MA","01702-6425",""
"3634","Orthotics & Prosthetics Laboratories, Inc.","","JAMES  HAAS","","300 Birnie Ave Ste 303","","Springfield","MA","01107-1121","Orthopedic braces and artificial limbs"
"3635","Earlysense, Inc.","","Todd E Barnett","","800 W CUMMINGS PARK STE 6400","","WOBURN","MA","01801-6358","The EarlySense system is a proactive patient care system designed to continuously monitor patient vital signs (HR, Resp Rate and body motion) by using a small reusable sensor that can help drastically reduce Code Blue events."
"3636","New England Foliage, LLC","Four Seasons Greenery","Lauren A Jennings","","31 Mill Rd","","Littleton","MA","01460-1505","To provide unique interior and exterior plant services and creative floral designs."
"3637","METRO RELIABLE RESOURCES, CORP","","JOSEPH CHIU","","64 AVON CIR","","NEEDHAM","MA","02494-2008",""
"3638","Arimann Building Services Inc","","Craig Engerman","","50 Teed Dr","","Randolph","MA","02368-4202","We offer a full line of Commercial Cleaning, Painting, Snow Removal and Facility Management Services. We cater to Facility/Property Managers, and others in need of expert quality Services."
"3639","CC&F Los Alamos Investment Company LLC","","Juan Prieto","","667 BOYLSTON ST FL 200","","BOSTON","MA","02116-4813",""
"3640","Seqwell Inc.","","JOSEPH MELLOR","","66 CHERRY HILL DR STE 100","","BEVERLY","MA","01915-1054",""
"3641","GEORGE S. PATEY & SONS, INC.","PATEY PLUMBING","Brandon Patey","","48 STATION ST","","BROOKLINE","MA","02445-7938",""
"3642","SANBORN SEWER SERVICE INC","","Jeff S Sanborn","","30 LANTERN LANE","","CHELMSFORD","MA","01824-1316","Installation and repair of septic/sewer/water services,catch basin cleaning/repaired/installed. High pressure water jetting, vacuum cleaning,sewer blockages, site work/excavation; trucking/hauling, Road Salt, Snow Plowing, Snow Removal, video inspection"
"3643","MERCURY OPERATOR, LLC","Brockton Health Center","Mark Frischman","","2 Beaumont Ave","","Brockton","MA","02302-3302",""
"3644","Packaging Technology Group, Inc.","","Darren Fredette","","565 Commerce Drive","","Fall River","MA","02720-4760",""
"3645","Bitflow Inc","","Donal Waide","","400 W CUMMINGS PARK STE 5050","","WOBURN","MA","01801-6524","BitFlow is a leading manufacturer of digital Camera Link and CoaXPress frame grabbers (an electronic device used to get images from a camera into a computer)."
"3646","Transene Company, Inc.","","LYNN  M Pesci","","10 Electronics Ave","","Danvers","MA","01923-1011",""
"3647","CAPITAL HOTEL MANAGEMENT, LLC","","Geoffrey A Baekey","","548 CABOT ST","","BEVERLY","MA","01915-2543","Capital Hotel Management and CHM Governement Services is a privately held firm focused on providing business advisory servcies to private and public companies/agencies who own or manage hospitality and recreation assets."
"3648","BURNHAM ASSOCIATES, INC","","Craig C Burnham","","14 FRANKLIN ST","","SALEM","MA","01970-2451","Matine contracting, dredging, construction, transportation"
"3649","CONSTRUCTION DRILLING, INC.","","THOMAS  CROFTS","","140 WEST RD","","NORTH ADAMS","MA","01247-9636",""
"3650","Banner Environmental Services, Inc.","","Stephanie  Robl","","31 Hayward St Ste 2A-205","","Franklin","MA","02038-2169",""
"3651","Payfactors Group, LLC","","William Coleman","","2 Adams Pl Ste 205","","Quincy","MA","02169-7456",""
"3652","R F INTEGRATION, INC.","","Patrick O'Sullivan","","85 RANGEWAY RD STE 1","","NORTH BILLERICA","MA","01862-2105","RF Integration designs and manufactures analog mixed signal and RF IP, ICs, ASICs, RFICs and ASSPs. We also utilize System-in-Package (SiP) technology to reduce size, cost and weight of RF electronic modules."
"3653","Atlantic Salt, Inc.","","Jason  Archambault","","134 Middle St Ste 210","","Lowell","MA","01852-1883",""
"3654","Matec Instrument Companies, Inc.","Matec Applied Sciences","KENNETH C. BISHOP","","56 Hudson St Ste 3","","Northborough","MA","01532-1968","Matec Instrument Companies, Inc. is an industry leader in providing ultrasonic nondestructive testing solutions. Our systems incorporate a wide range of features tailored to meet the needs our customers. Matec provides a full range of in-house services including mechanical and electronic design, machining and fabrication, instrumentation and control, and data acquisition and analysis software. This allows us to provide a seamless, fully integrated solution, and provides a single point of contact for our customers. For more information visit us at http://www.matec.com."
"3655","Allied Consulting Engineering Service Inc","","Kim Richards","","235 LITTLETON RD STE 5","","WESTFORD","MA","01886-3593",""
"3656","Atlantic Elevator South Co., Inc.","","Valerie Marcello","","1900 Fall River Ave","","Seekonk","MA","02771-2037",""
"3657","180-194 WFST, LLC","","Tom Nolan","","430 E 1st St","","BOSTON","MA","02127-1320",""
"3658","G. B. SONS CONSTRUCTION COMPANY, INCORPORATED","","Paul Bumila","","272 Hill St","","Raynham","MA","02767-1052","G.B.Sons is known for their excellence in getting jobs done safely and on time. G.B. Sons services include site excavation, utility work, and water and sewer tie-ins. They also sell loam, gravel, asphalt grindings, rock salt, and liquid ice melt and liquid dust control products. They handle the bitter winter with ease by plowing for the State, the town of Raynham and for Commercial buildings. All with the use of their Liquid ice control products which are environmentally safe. G.B.Sons is OSHA certified, bonded, licensed and insured and has many pieces of equipment and trucks to handle the smallest of jobs to large developments."
"3659","MID CITY STEEL CORP.","","STEVE QUINN","","275 STATE RD","","WESTPORT","MA","02790-3427",""
"3660","INTER FLUVE INC.","","HEATHER Rogers Thompson","","220 CONCORD AVE","","CAMBRIDGE","MA","02138-1335",""
"3661","Amherst Machine Co","","James S Bernotas","","16 Cowls Rd","","AMHERST","MA","01059-1014",""
"3662","Ionflight","","LEE Griffiths","Owner","50 Terminal St Ste 311","","Charlestown","MA","02129-1984","We are a business servicing ICPMS scientific instruments manufactured by Thermo/VG"
"3663","CAMBRIDGE POLYMER GROUP, INC.","","STEPHEN H SPIEGELBERG","Office Manager","56 ROLAND ST STE 310","","BOSTON","MA","02129-1234","Cambridge Polymer Group is a contract research labortory specializing in polymers. We work in the fields of biomedical, hydrogels, adhesives, food products, inks and paints, consumer products, and polymer solutions and melts."
"3664","High Performance Learning Inc","","STEVEN  ARONSON","President","32 EAGLE DR","","MASHPEE","MA","02649-3661","HPL is a management development and employee training organization. We help our clients to improve their performance, especially during periods of rapid change. Our consultants are located in ten cities throughout the U.S."
"3665","ATLANTIC-PHILADELPHIA REALTY LLC ","","Ann Doherty","","205 Newbury St 4th Fl ","","Framingham","MA","01701-4581",""
"3666","TOOMEY WATER SERVICES INC","","PATRICIA MILLER","","19 RUFUS PUTNAM RD","","NORTH BROOKFIELD","MA","01535-1612",""
"3667","MTI SYSTEMS INC","MANUFACTURES TECHNOLOGIES","DAVID  LaJoie","","59 INTERSTATE DR STE 5","","WEST SPRINGFIELD","MA","01089-5100",""
"3668","Aras Corporation","","PETER   Schroer","President","100 BRICKSTONE SQ STE 100","","ANDOVER","MA","01810-1438","Aras Innovator PLM software for Manufacturing, Design and Quality automation. 100% Web / XML. Consulting services for deployment of Configuration Management, Product Lifecycle Management, Quality data collection, and project management systems."
"3669","SUPERCONDUCTING SYSTEMS, INC. ","","Shahin Pourrahimi","","900 MIDDLESEX TPKE STE 5-3 ","","BILLERICA","MA","01821-3929",""
"3670","Sohre Turbomachinery Inc.","","THOMAS K. SOHRE","","34 N Maple St","","Florence","MA","01062-1497","GROUNDING BRUSHES"
"3671","DRAGO GENERAL CONTRACTING CORP.","","Steven Drago","","15 WOLF RD","","BUZZARDS BAY","MA","02532-2948",""
"3672","Meridian International Inc","Marketing East","John LONGO","","171 N Main St","","Middleton","MA","01949-1689","We are a stocking distributor for conductive adhesives mfgrd. by Parker Hannifin - Chomerics Division. We supply thermal management products. We have national and international supply capabilities. Our adhesives are used for EMI & RFI shielding."
"3673","AGNISYS INC.","","Anupam Bakshi","","75 ARLINGTON ST # 500","","BOSTON","MA","02116-3936","AGNISYS provides products and services for the semiconductor industry to help them develop systems with certainty, with high efficiency and high quality. Agnisys products include specification to code generation products like IDesignSpec and ISequenceSpec, Smart Editor for correct-by-construction design & verification using DVinsight, and Design Data management products like SoC Enterprise. Agnisys Services includes training and high-end consulting services for design and verification. Agnisys has experts in SV/UVM, SystemC, Formal, SoC and IP verification."
"3674","HURRICANE HYDRAULICS, INC","","AMANDA  SOUZA","","1863 COUNTY ST","","ATTLEBORO","MA","02703-4632",""
"3675","CTI ENERGY SERVICES, LLC","","Craig E Meadows","","112 COTTAGE ST","","AMHERST","MA","01002-1828","CTI Energy Services LLC is a Service Disabled Veteran Owned Small Business providing Energy Performance Contracting to include Energy Auditing Analysis, Engineering, Financing, Construction Management, Commissioning and Energy Measurement and Verification."
"3676","Aspera Technologies Inc.","","Linda Erwich","","119 Braintree St Ste 602","","Boston","MA","02134-1660",""
"3677","ELECTRO OPTICAL INDUSTRIES, INC","","Stephen Scopatz","","50 Milk St 16th Fl","","Boston","MA","02109-5002","Electro Optical Industries, a world pioneer of electro-optics test instruments, has been a provider of the highest quality, best performing infrared, visible, and ultra violet testing and calibration equipment since 1964. EOI’s instrumentation is used by national and international industries including aviation and aerospace, high tech laboratories, government, imaging system manufacturers, medical research, and all branches of the United States Department of Defense."
"3678","GOODMAN RESEARCH GROUP, INC","","ANNE MARIE  AMELLO","","929 MASSACHUSETTS AVE APT 2A","","CAMBRIDGE","MA","02139-3233",""
"3679","Raffaele Construction, Corp","","Anne Lee","","21 Elm Place","","Swampscott","MA","01907-1772",""
"3680","East Coast Metrology, LLC ","","GARY CONFALONE C CONFALONE","","428A BOSTON ST ","","TOPSFIELD","MA","01983-1216",""
"3681","United Plumbing & Heating Inc.","","Melissa A Olean","","20 ARSENE WAY","","Fairhaven","MA","02719-1933",""
"3682","Metasystems Group, Inc ","","Ulrich Klingbeil","","70 Bridge Street, Suite 100 ","","Newton","MA","02458-1141","Optics, Medical Instrumentation"
"3683","Global Environmental & Munition Services LLC","","Tony Nolen","","43 Broad St Ste A301","","Hudson","MA","01749-2558",""
"3684","Classic Construction & Development Corporation","","Michael Abraham","","60 Taylor St","","Littleton","MA","01460-1416","Classic Construction is a full service construction company ranging from residential to commercial construction. We are Division of Capital Asset Management certified in General Building Construction to perform public contracts up to 250K."
"3685","Sequent Consultants, Inc.","","Daniel L Maret","","214 N MAIN ST STE 1","","ATTLEBORO","MA","02703-1750",""
"3686","Parisi Associates, Inc.","","Peter M Canning","","6 Omni Way","","Chelmsford","MA","01824-4141",""
"3687","K & K FISHING CORP.","F/V Mary K","Lawrence P Kavanagh, Jr","","24 CENTRE ST","","NEW BEDFORD","MA","02740-6321",""
"3688","JAHRLING OCULAR PROSTHETICS INC","","Tracy Jahrling","","50 STANIFORD ST 8TH FL","","BOSTON","MA","02114-2517",""
"3689","Commonwealth Building Systems LLC","","Andrew S Blain","","17 Rockview Way","","Rockland","MA","02370-1290",""
"3690","Exterra Global Trading, Inc.","","Karen Russell","","360 Church St Ste 130","","Northborough","MA","01532-1240","Seller of US dried peas and beans, rice, oil. Source of warehousing in Houston, TX. For more information visit our website at http://www.exterraglobal.com"
"3691","SUSTAINABILITY ROUNDTABLE, INC.","","DAVID Osborn","","1 BROADWAY 14TH FL","","CAMBRIDGE","MA","02142-1187",""
"3692","Heidelberg Engineering, Inc.","","Leslie Arsenault","","10 Forge Pkwy","","Franklin","MA","02038-3137",""
"3693","INDEPENDENT PIPE & SUPPLY CORPORATION","","Eric Kessler","","6 WHITMAN RD","","CANTON","MA","02021-2706",""
"3694","MC10, Inc. ","","Jesus Pindado","","10 Maguire Rd Bldg 3 1st Fl ","","Lexington","MA","02421-3110",""
"3695","A&M COMPRESSED AIR PRODUCTS, INC.","","NANCY  BORGES","","40 INDUSTRIAL RD","","UXBRIDGE","MA","01569-2279","Sales and service of industrial air compressors, dryers, filtration, vacuum systems, process chillers and cooling towers"
"3696","CHURCHILL CORPORATION","","MARSHALL  W Schermerhorn","","344 FRANKLIN ST","","MELROSE","MA","02176-1825",""
"3697","Interactive Process Technology, LLC","IPT Associates","Michael M. Mordas","","700 Technology Park Dr Ste 204","","Billerica","MA","01821-4134","Program Managment capabilities to include expertise in process and program evaluations."
"3698","Cambrian Innovation Inc.","","Bruce Smith","","150 Coolidge Ave","","Watertown","MA","02472-2815",""
"3699","MICROCAD TRAINING & CONSULTING, INC.","","John McCoy","","440 ARSENAL ST STE 2","","WATERTOWN","MA","02472-2898",""
"3700","Stone And Berg Lumber Company, Inc.","Stone and Berg Wholesale Locksmith Supply","Jeremy Conroy","","239 Mill street","","Worcester","MA","01602-3191",""
"3701","CDP FASTENER GROUP, INC.","","PAUL  S. WAGNER","VICE PRESIDENT","15 JONATHAN DR STE 6","","BROCKTON","MA","02301-5566","Supplier of fasteners, compononents and electronics to mil-spec and military specifications. We are a vendor managed inventory provider to Raytheon and General Dynamics. CDP also provides kitting services"
"3702","KAMCO SUPPLY CORP. OF BOSTON","","Jeff Scaia","","181 NEW BOSTON ST","","WOBURN","MA","01801-6203",""
"3703","Sionyx, LLC","","MARTIN PRALLE","","100 Cummings Ctr Ste 135P","","Beverly","MA","01915-6127",""
"3704","P & A Realty Trust","","ANTHONY  J. SIMBOLI","","70 Everett Ave Ste 520","","Chelsea","MA","02150-2376",""
"3705","ACCUROUNDS, INC.","","Jonathan Colozzo","","15 Doherty Ave","","Avon","MA","02322-1163",""
"3706","KGS Buildings, Inc.","KGS Buildings","Nicholas Gayeski","","66 Union Sq Ste 300","","Somerville","MA","02143-3040",""
